Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO11074,5/10/2020,May,Online,USD,Paul Holmes,Midwest,Palmdale,California,Pendants,Collections,7,477.09,340.78
SO11075,4/15/2020,April,Wholesale,USD,Jerry Green,West,Woodbridge (Township),New Jersey,Computers,Electronics,1,408.70,291.93
SO11076,5/22/2020,May,Distributor,USD,Joe Price,Northeast,Tallahassee,Florida,Wreaths,Decoratives,5,572.61,409.01
SO11077,4/5/2020,April,Wholesale,USD,Joshua Kenedy,West,Boulder,Colorado,Audio,Electronics,9,549.07,392.19
SO11078,2/2/2020,February,In-Store,USD,Joshua Ryan,Midwest,Cary,North Carolina,Bar Tools,Drinkware,10,185.81,132.72
SO11079,4/12/2020,April,Wholesale,USD,Joe Price,Northeast,Fargo,North Dakota,Ornaments,Decoratives,8,166.16,118.69
SO11080,1/13/2020,January,Wholesale,USD,Stephen Payne,South,Rochester,Minnesota,Pillows,Beddings,7,265.56,189.69
SO11081,1/27/2020,January,Wholesale,USD,Stephen Payne,South,Orlando,Florida,Computers,Electronics,9,190.43,136.02
SO11082,5/16/2020,May,Distributor,USD,Joshua Bennett,Northeast,Santa Clara,California,Outdoor Decor,Decoratives,5,216.31,154.51
SO11083,5/18/2020,May,In-Store,USD,Chris Armstrong,Northeast,Indianapolis,Indiana,Wall Coverings,Decoratives,2,330.18,235.85
SO11084,4/24/2020,April,Distributor,USD,Shawn Wallace,South,Peoria City,Illinois,Baseball,Sports,9,635.20,453.71
SO11085,2/13/2020,February,Distributor,USD,Nicholas Cunningham,South,North Las Vegas,Nevada,Cocktail Glasses,Drinkware,1,629.65,449.75
SO11086,3/8/2020,March,Online,USD,Samuel Fowler,Midwest,High Point,North Carolina,Outdoor Furniture,Furniture,1,391.50,279.64
SO11087,5/13/2020,May,In-Store,USD,Stephen Payne,South,Hayward,California,Bean Bags,Furniture,7,461.32,329.51
SO11088,2/20/2020,February,Distributor,USD,Frank Brown,Northeast,Salinas,California,Wall Frames,Decoratives,2,400.92,286.37
SO11089,2/25/2020,February,Wholesale,USD,Adam Hernandez,Northeast,Roseville,California,Mirrors,Accessories,8,479.34,342.39
SO11090,5/27/2020,May,Online,USD,Joshua Little,South,Fort Wayne,Indiana,Photo Frames,Decoratives,8,521.09,372.21
SO11091,2/7/2020,February,In-Store,USD,Douglas Tucker,Midwest,Eugene,Oregon,Wall Coverings,Decoratives,1,159.76,114.11
SO11092,4/2/2020,April,Distributor,USD,Roy Rice,Midwest,Independence,Missouri,Table Linens,Decoratives,4,167.23,119.45
SO11093,4/7/2020,April,In-Store,USD,Joshua Bennett,Northeast,Columbia,South Carolina,Basketball,Sports,9,211.80,151.29
SO11094,1/16/2020,January,Wholesale,USD,Keith Griffin,Northeast,Irvine,California,Candles,Lighting,7,346.78,247.70
SO11095,2/5/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Charlotte,North Carolina,Pillows,Beddings,5,231.70,165.50
SO11096,4/24/2020,April,Distributor,USD,Joe Price,Northeast,Boulder,Colorado,Phones,Electronics,4,427.58,305.41
SO11097,1/21/2020,January,In-Store,USD,Joe Price,Northeast,Durham,North Carolina,Audio,Electronics,3,632.50,451.78
SO11098,1/13/2020,January,Wholesale,USD,Carl Nguyen,Midwest,North Las Vegas,Nevada,Candles,Lighting,9,614.73,439.09
SO11099,1/24/2020,January,Distributor,USD,Samuel Fowler,Midwest,Fresno,California,Platters,Kitchenery,5,474.01,338.58
SO11100,4/4/2020,April,Wholesale,USD,Todd Roberts,West,Overland Park,Kansas,Clocks,Accessories,3,194.43,138.88
SO11101,5/10/2020,May,Distributor,USD,Donald Reynolds,South,Pearland,Texas,Wall Frames,Decoratives,7,476.85,340.61
SO11102,1/28/2020,January,Distributor,USD,Todd Roberts,West,Enterprise,Nevada,Bathroom Furniture,Furniture,10,265.23,189.45
SO11103,2/12/2020,February,Distributor,USD,Joshua Ryan,Midwest,College Station,Texas,Table Lamps,Lighting,1,590.11,421.51
SO11104,2/6/2020,February,Online,USD,Joshua Little,South,Fort Lauderdale,Florida,TV and video,Electronics,6,263.59,188.28
SO11105,2/12/2020,February,In-Store,USD,Donald Reynolds,South,Greensboro,North Carolina,Outdoor Decor,Decoratives,6,645.24,460.89
SO11106,2/19/2020,February,Online,USD,Joshua Kenedy,West,Springfield,Illinois,Mirrors,Accessories,10,260.68,186.20
SO11107,5/13/2020,May,Online,USD,Stephen Payne,South,Providence,Rhode Island,Wine Storage,Drinkware,9,229.11,163.65
SO11108,4/1/2020,April,Online,USD,Keith Griffin,Northeast,Enterprise,Nevada,Wall Frames,Decoratives,6,591.79,422.71
SO11109,1/1/2020,January,In-Store,USD,Nicholas Cunningham,South,Roseville,California,Mirrors,Accessories,10,547.30,390.93
SO11110,1/1/2020,January,In-Store,USD,Frank Brown,Northeast,Highlands Ranch,Colorado,Cocktail Glasses,Drinkware,7,524.79,374.85
SO11111,3/27/2020,March,Wholesale,USD,Jonathan Hawkins,West,Peoria City,Illinois,Cookware,Kitchenery,2,152.20,108.71
SO11112,4/8/2020,April,In-Store,USD,Keith Griffin,Northeast,Killeen,Texas,Pendants,Collections,8,304.51,217.51
SO11113,4/23/2020,April,In-Store,USD,Donald Reynolds,South,Greeley,Colorado,Table Lamps,Lighting,8,583.38,416.70
SO11114,2/26/2020,February,Distributor,USD,George Lewis,West,Rialto,California,Rugs,Decoratives,1,514.02,367.16
SO11115,5/16/2020,May,Wholesale,USD,Roger Alexander,Midwest,Washington,Indiana,Vanities,Collections,9,518.30,370.21
SO11116,3/26/2020,March,In-Store,USD,Joshua Little,South,Paradise,Nevada,Bar Tools,Drinkware,7,334.07,238.62
SO11117,3/21/2020,March,Wholesale,USD,Jonathan Hawkins,West,Sacramento,California,Bean Bags,Furniture,4,242.37,173.12
SO11118,4/16/2020,April,Online,USD,Adam Hernandez,Northeast,Winston-Salem,North Carolina,Collectibles,Collections,10,415.30,296.65
SO11119,1/25/2020,January,Wholesale,USD,Joshua Kenedy,West,Omaha,Nebraska,Table Lamps,Lighting,1,296.94,212.10
SO11120,2/12/2020,February,Online,USD,Patrick Graham,South,Dallas,Texas,Phones,Electronics,7,170.93,122.09
SO11121,1/19/2020,January,Online,USD,Patrick Graham,South,Temecula,California,Stemware,Drinkware,7,332.68,237.63
SO11122,5/26/2020,May,In-Store,USD,Keith Griffin,Northeast,Long Beach,California,Bean Bags,Furniture,2,464.98,332.13
SO11123,3/14/2020,March,Online,USD,Joshua Ryan,Midwest,Durham,North Carolina,Cookware,Kitchenery,2,313.41,223.86
SO11124,2/4/2020,February,Online,USD,Jerry Green,West,Pasadena,Texas,Vases,Decoratives,5,251.30,179.50
SO11125,4/27/2020,April,In-Store,USD,Douglas Tucker,Midwest,Savannah,Georgia,Mirrors,Accessories,5,328.50,234.64
SO11126,4/25/2020,April,Distributor,USD,Joshua Little,South,Pearland,Texas,Phones,Electronics,8,393.00,280.72
SO11127,1/22/2020,January,In-Store,USD,Roger Alexander,Midwest,Billings,Montana,Floral,Decoratives,2,407.14,290.81
SO11128,2/29/2020,February,Distributor,USD,Keith Griffin,Northeast,Moreno Valley,California,Dinnerware,Kitchenery,7,461.94,329.96
SO11129,1/20/2020,January,Distributor,USD,Joshua Bennett,Northeast,Spring Hill,Florida,Home Fragrances,Decoratives,4,350.34,250.24
SO11130,3/6/2020,March,Online,USD,Samuel Fowler,Midwest,Waterbury (Town),Connecticut,Bedroom Furniture,Furniture,9,495.41,353.87
SO11131,1/25/2020,January,Online,USD,Keith Griffin,Northeast,Eugene,Oregon,Photo Frames,Decoratives,5,222.34,158.82
SO11132,3/19/2020,March,Wholesale,USD,Douglas Tucker,Midwest,Houston,Texas,Wall Coverings,Decoratives,2,273.27,195.19
SO11133,3/11/2020,March,Distributor,USD,Todd Roberts,West,Woodbridge (Township),New Jersey,Home Fragrances,Decoratives,3,264.79,189.14
SO11134,3/12/2020,March,Wholesale,USD,Joshua Little,South,Milwaukee,Wisconsin,Phones,Electronics,5,327.02,233.58
SO11135,1/17/2020,January,Distributor,USD,Paul Holmes,Midwest,Fairfield,California,Sculptures,Decoratives,4,624.92,446.37
SO11136,4/15/2020,April,Distributor,USD,Donald Reynolds,South,Anaheim,California,Floral,Decoratives,7,500.66,357.61
SO11137,1/20/2020,January,In-Store,USD,Nicholas Cunningham,South,Sacramento,California,Home Fragrances,Decoratives,5,412.53,294.66
SO11138,1/26/2020,January,Wholesale,USD,Stephen Payne,South,North Hempstead,New York,Candleholders,Decoratives,8,525.34,375.24
SO11139,2/2/2020,February,In-Store,USD,Keith Griffin,Northeast,Davenport,Iowa,Pillows,Beddings,3,234.58,167.56
SO11140,1/10/2020,January,Distributor,USD,Jerry Green,West,College Station,Texas,Stemware,Drinkware,6,181.04,129.31
SO11141,2/6/2020,February,Online,USD,Joshua Little,South,Dayton,Ohio,Baseball,Sports,6,457.59,326.85
SO11142,3/12/2020,March,Online,USD,Patrick Graham,South,Oxnard,California,Floral,Decoratives,1,250.85,179.18
SO11143,4/10/2020,April,Wholesale,USD,Shawn Cook,Midwest,Philadelphia,Pennsylvania,Floral,Decoratives,4,599.24,428.03
SO11144,5/10/2020,May,Online,USD,Stephen Payne,South,Houston,Texas,Candles,Lighting,7,588.70,420.50
SO11145,4/6/2020,April,Online,USD,Todd Roberts,West,Stamford (Town),Connecticut,TV and video,Electronics,6,365.87,261.33
SO11146,1/25/2020,January,Online,USD,Carl Nguyen,Midwest,Mobile,Alabama,Wall Coverings,Decoratives,1,263.40,188.14
SO11147,1/31/2020,January,In-Store,USD,Donald Reynolds,South,Pomona,California,Wine Storage,Drinkware,5,472.67,337.62
SO11148,4/13/2020,April,Wholesale,USD,Paul Holmes,Midwest,Hartford (Town),Connecticut,Table Lamps,Lighting,9,358.42,256.01
SO11149,1/16/2020,January,Online,USD,Shawn Cook,Midwest,Sioux Falls,South Dakota,Candleholders,Decoratives,8,506.91,362.08
SO11150,2/2/2020,February,Online,USD,Samuel Fowler,Midwest,Proviso,Illinois,Wall Frames,Decoratives,3,612.92,437.80
SO11151,5/23/2020,May,Distributor,USD,Donald Reynolds,South,Milwaukee,Wisconsin,Cocktail Glasses,Drinkware,7,237.39,169.56
SO11152,5/31/2020,May,In-Store,USD,Paul Holmes,Midwest,Atlanta,Georgia,Table Lamps,Lighting,1,252.72,180.52
SO11153,4/30/2020,April,Online,USD,Joshua Bennett,Northeast,Green Bay,Wisconsin,TV and video,Electronics,2,377.92,269.95
SO11154,3/11/2020,March,Online,USD,Adam Hernandez,Northeast,Clarksville,Tennessee,Pendants,Collections,2,459.38,328.13
SO11155,3/9/2020,March,Distributor,USD,Stephen Payne,South,Warren,Indiana,Bathroom Furniture,Furniture,6,440.77,314.83
SO11156,5/18/2020,May,Wholesale,USD,Joshua Little,South,Lakeland,Florida,Platters,Kitchenery,8,539.51,385.37
SO11157,5/25/2020,May,Online,USD,Todd Roberts,West,Beaumont,Texas,Audio,Electronics,9,459.01,327.86
SO11158,3/14/2020,March,Online,USD,Jerry Green,West,Miami,Florida,Candles,Lighting,10,523.01,373.58
SO11159,1/14/2020,January,Online,USD,Roy Rice,Midwest,Hampton,Virginia,Wine Storage,Drinkware,6,456.47,326.05
SO11160,1/28/2020,January,Online,USD,Donald Reynolds,South,Arvada,Colorado,Wine Storage,Drinkware,2,498.88,356.34
SO11161,5/14/2020,May,Distributor,USD,Joe Price,Northeast,Las Cruces,New Mexico,Festive,Decoratives,9,185.72,132.66
SO11162,4/20/2020,April,In-Store,USD,Douglas Tucker,Midwest,Hanover,Illinois,Baseball,Sports,10,649.72,464.08
SO11163,3/24/2020,March,In-Store,USD,Jonathan Hawkins,West,Roseville,California,Candleholders,Decoratives,5,277.08,197.91
SO11164,3/15/2020,March,Wholesale,USD,Joshua Ryan,Midwest,Pompano Beach,Florida,Candleholders,Decoratives,3,560.17,400.12
SO11165,1/17/2020,January,Wholesale,USD,Roy Rice,Midwest,Bridgeport (Town),Connecticut,Cocktail Glasses,Drinkware,5,555.81,397.01
SO11166,5/17/2020,May,Online,USD,Nicholas Cunningham,South,Glendale,Arizona,Serveware,Kitchenery,2,507.81,362.72
SO11167,4/24/2020,April,Online,USD,Nicholas Cunningham,South,Palatine (Township),Illinois,Baseball,Sports,1,427.94,305.67
SO11168,5/22/2020,May,Online,USD,Douglas Tucker,Midwest,Billings,Montana,Bedroom Furniture,Furniture,7,556.34,397.38
SO11169,5/8/2020,May,Online,USD,Nicholas Cunningham,South,Des Moines,Iowa,Mirrors,Accessories,8,348.24,248.74
SO11170,4/8/2020,April,Online,USD,Donald Reynolds,South,San Diego,California,Photo Frames,Decoratives,3,409.97,292.83
SO11171,5/9/2020,May,Wholesale,USD,Roy Rice,Midwest,Jackson,Mississippi,Vases,Decoratives,8,503.39,359.57
SO11172,5/9/2020,May,Online,USD,Paul Holmes,Midwest,Bremen,Illinois,Phones,Electronics,1,608.50,434.64
SO11173,4/21/2020,April,Wholesale,USD,George Lewis,West,Hanover,Illinois,Photo Frames,Decoratives,1,483.46,345.33
SO11174,3/2/2020,March,In-Store,USD,Donald Reynolds,South,Daly City,California,Cookware,Kitchenery,1,256.40,183.15
SO11175,4/3/2020,April,Distributor,USD,Stephen Payne,South,Waterbury (Town),Connecticut,Blankets,Beddings,1,333.07,237.90
SO11176,4/23/2020,April,Wholesale,USD,Carl Nguyen,Midwest,Springfield,Missouri,Clocks,Accessories,5,632.79,451.99
SO11177,4/22/2020,April,Online,USD,Anthony Berry,West,St. Petersburg,Florida,Floral,Decoratives,3,492.91,352.08
SO11178,3/22/2020,March,Wholesale,USD,Donald Reynolds,South,Milwaukee,Wisconsin,Furniture Cushions,Furniture,9,607.35,433.82
SO11179,5/28/2020,May,Online,USD,Todd Roberts,West,Sterling Heights,Michigan,Pillows,Beddings,2,271.59,193.99
SO11180,4/6/2020,April,Online,USD,Todd Roberts,West,Eugene,Oregon,Wall Coverings,Decoratives,10,473.40,338.15
SO11181,3/3/2020,March,Wholesale,USD,Joe Price,Northeast,Birmingham,Alabama,Bean Bags,Furniture,4,624.80,446.29
SO11182,4/25/2020,April,In-Store,USD,Roy Rice,Midwest,Laredo,Texas,Photo Frames,Decoratives,7,373.75,266.96
SO11183,5/11/2020,May,Distributor,USD,Paul Holmes,Midwest,Pittsburgh,Pennsylvania,Bean Bags,Furniture,10,611.44,436.74
SO11184,3/21/2020,March,Online,USD,Todd Roberts,West,Toledo,Ohio,Pillows,Beddings,5,160.95,114.96
SO11185,2/13/2020,February,Distributor,USD,Nicholas Cunningham,South,Cedar Rapids,Iowa,Table Linens,Decoratives,2,568.11,405.79
SO11186,4/24/2020,April,Distributor,USD,Roger Alexander,Midwest,El Paso,Texas,Wine Storage,Drinkware,1,645.21,460.86
SO11187,2/16/2020,February,In-Store,USD,Anthony Berry,West,St. Paul,Minnesota,Photo Frames,Decoratives,6,620.11,442.93
SO11188,1/29/2020,January,In-Store,USD,Joshua Ryan,Midwest,Capital,Illinois,Wreaths,Decoratives,8,296.02,211.45
SO11189,4/2/2020,April,In-Store,USD,Carl Nguyen,Midwest,Ann Arbor,Michigan,Collectibles,Collections,3,305.88,218.48
SO11190,1/11/2020,January,Online,USD,Roy Rice,Midwest,San Diego,California,Blankets,Beddings,2,627.21,448.01
SO11191,4/18/2020,April,In-Store,USD,Keith Griffin,Northeast,New Haven (Town),Connecticut,Wall Coverings,Decoratives,3,207.49,148.20
SO11192,1/26/2020,January,Distributor,USD,Shawn Wallace,South,Kansas City,Missouri,Wreaths,Decoratives,1,554.03,395.74
SO11193,2/18/2020,February,Distributor,USD,Todd Roberts,West,Schaumburg (Township),Illinois,Table Linens,Decoratives,7,592.68,423.35
SO11194,2/8/2020,February,Online,USD,Patrick Graham,South,Port St. Lucie,Florida,Dining Furniture,Furniture,4,216.54,154.67
SO11195,3/16/2020,March,Distributor,USD,Douglas Tucker,Midwest,Downers Grove (Township),Illinois,Wardrobes,Furniture,7,215.49,153.92
SO11196,1/10/2020,January,Online,USD,Joshua Little,South,Indianapolis,Indiana,Basketball,Sports,1,319.28,228.06
SO11197,1/29/2020,January,Wholesale,USD,Shawn Wallace,South,Oceanside,California,TV and video,Electronics,8,551.44,393.89
SO11198,2/9/2020,February,In-Store,USD,Shawn Cook,Midwest,Overland Park,Kansas,Furniture Cushions,Furniture,10,197.03,140.73
SO11199,5/12/2020,May,Distributor,USD,Paul Holmes,Midwest,St. Louis,Missouri,Furniture Cushions,Furniture,9,327.96,234.26
SO11200,1/2/2020,January,In-Store,USD,Chris Armstrong,Northeast,El Monte,California,Floral,Decoratives,7,446.28,318.77
SO11201,2/21/2020,February,In-Store,USD,Patrick Graham,South,Simi Valley,California,Pendants,Collections,6,405.41,289.58
SO11202,1/10/2020,January,Wholesale,USD,Paul Holmes,Midwest,Norwalk,California,Vases,Decoratives,9,556.47,397.48
SO11203,5/25/2020,May,In-Store,USD,Douglas Tucker,Midwest,Kansas City,Missouri,Rugs,Decoratives,3,612.83,437.74
SO11204,3/16/2020,March,Wholesale,USD,Joe Price,Northeast,Odessa,Texas,Platters,Kitchenery,5,637.35,455.25
SO11205,5/16/2020,May,In-Store,USD,Joshua Kenedy,West,Detroit,Michigan,Mirrors,Accessories,8,327.45,233.89
SO11206,3/29/2020,March,Distributor,USD,Paul Holmes,Midwest,Salem,Oregon,Vases,Decoratives,5,431.85,308.46
SO11207,1/13/2020,January,Distributor,USD,Nicholas Cunningham,South,Greensboro,North Carolina,Home Fragrances,Decoratives,9,183.46,131.04
SO11208,2/21/2020,February,Distributor,USD,Donald Reynolds,South,Inglewood,California,Bakeware,Kitchenery,10,452.43,323.17
SO11209,5/28/2020,May,In-Store,USD,George Lewis,West,Tampa,Florida,Outdoor Decor,Decoratives,7,416.55,297.53
SO11210,4/29/2020,April,Online,USD,Stephen Payne,South,Elgin,Illinois,Mirrors,Accessories,6,183.78,131.27
SO11211,2/27/2020,February,Distributor,USD,George Lewis,West,Chesapeake,Virginia,Cookware,Kitchenery,2,494.32,353.08
SO11212,5/25/2020,May,In-Store,USD,Joe Price,Northeast,Brooklyn,New York,Candleholders,Decoratives,7,444.18,317.27
SO11213,5/11/2020,May,Distributor,USD,Joshua Little,South,Oceanside,California,Audio,Electronics,9,298.56,213.26
SO11214,1/19/2020,January,Distributor,USD,Keith Griffin,Northeast,Las Vegas,Nevada,Ornaments,Decoratives,10,590.20,421.57
SO11215,3/31/2020,March,Online,USD,Adam Hernandez,Northeast,Manhattan,New York,Bean Bags,Furniture,7,244.87,174.91
SO11216,5/16/2020,May,Wholesale,USD,Samuel Fowler,Midwest,Corona,California,Ornaments,Decoratives,9,412.27,294.48
SO11217,3/17/2020,March,Online,USD,Joshua Ryan,Midwest,Miami,Florida,Festive,Decoratives,5,355.27,253.77
SO11218,1/18/2020,January,Online,USD,Patrick Graham,South,Louisville,Kentucky,Bedroom Furniture,Furniture,3,161.37,115.26
SO11219,1/31/2020,January,Wholesale,USD,Shawn Wallace,South,Tucson,Arizona,Sculptures,Decoratives,2,428.71,306.22
SO11220,3/31/2020,March,Online,USD,Jonathan Hawkins,West,Reno,Nevada,Wreaths,Decoratives,1,287.99,205.71
SO11221,1/21/2020,January,Wholesale,USD,Joshua Bennett,Northeast,Green Bay,Wisconsin,Furniture Cushions,Furniture,2,573.63,409.73
SO11222,2/13/2020,February,Wholesale,USD,Frank Brown,Northeast,Visalia,California,Stemware,Drinkware,2,596.00,425.72
SO11223,4/13/2020,April,In-Store,USD,Shawn Wallace,South,Bridgeport (Town),Connecticut,Pendants,Collections,9,489.95,349.97
SO11224,2/27/2020,February,Distributor,USD,Keith Griffin,Northeast,Fort Collins,Colorado,Accessories,Accessories,3,643.07,459.34
SO11225,2/19/2020,February,Wholesale,USD,Chris Armstrong,Northeast,Newark,New Jersey,Basketball,Sports,7,522.25,373.04
SO11226,2/15/2020,February,Online,USD,Joshua Ryan,Midwest,St. Petersburg,Florida,Dinnerware,Kitchenery,5,338.79,242.00
SO11227,1/22/2020,January,In-Store,USD,Joshua Kenedy,West,Spring Valley,Nevada,Pendants,Collections,2,616.86,440.61
SO11228,4/26/2020,April,In-Store,USD,Shawn Wallace,South,Beaumont,Texas,Stemware,Drinkware,2,317.76,226.97
SO11229,1/19/2020,January,Distributor,USD,Joshua Bennett,Northeast,Woodbridge (Township),New Jersey,Wine Storage,Drinkware,5,455.22,325.16
SO11230,2/18/2020,February,Distributor,USD,Samuel Fowler,Midwest,Cape Coral,Florida,Cocktail Glasses,Drinkware,6,287.07,205.05
SO11231,1/19/2020,January,Distributor,USD,Anthony Berry,West,Simi Valley,California,Bathroom Furniture,Furniture,5,152.76,109.12
SO11232,5/22/2020,May,Online,USD,Joshua Kenedy,West,Rockford,Illinois,Phones,Electronics,7,186.14,132.96
SO11233,3/18/2020,March,In-Store,USD,Joshua Bennett,Northeast,Washington,Indiana,Rugs,Decoratives,6,537.07,383.62
SO11234,4/14/2020,April,Wholesale,USD,Keith Griffin,Northeast,Denton,Texas,Collectibles,Collections,9,604.76,431.97
SO11235,4/13/2020,April,Distributor,USD,Jerry Green,West,Overland Park,Kansas,Phones,Electronics,10,641.17,457.98
SO11236,3/23/2020,March,Wholesale,USD,Roger Alexander,Midwest,Brownsville,Texas,Accessories,Accessories,5,533.72,381.23
SO11237,1/21/2020,January,Distributor,USD,Stephen Payne,South,St. Louis,Missouri,Stemware,Drinkware,3,193.10,137.93
SO11238,4/29/2020,April,In-Store,USD,Joshua Little,South,Glendale,California,Ornaments,Decoratives,1,166.60,119.00
SO11239,4/19/2020,April,Distributor,USD,Frank Brown,Northeast,Maine,Illinois,Stemware,Drinkware,5,479.19,342.28
SO11240,4/12/2020,April,Distributor,USD,Samuel Fowler,Midwest,Capital,Illinois,Bathroom Furniture,Furniture,4,564.28,403.06
SO11241,2/6/2020,February,Online,USD,Jonathan Hawkins,West,Temecula,California,Baseball,Sports,7,590.80,422.00
SO11242,1/30/2020,January,Online,USD,Joshua Ryan,Midwest,Ann Arbor,Michigan,Table Linens,Decoratives,6,636.58,454.70
SO11243,3/26/2020,March,Wholesale,USD,Roger Alexander,Midwest,Bremen,Illinois,Collectibles,Collections,6,217.15,155.11
SO11244,1/28/2020,January,Wholesale,USD,Chris Armstrong,Northeast,Rochester,Minnesota,Vases,Decoratives,4,536.90,383.50
SO11245,5/12/2020,May,Wholesale,USD,Carl Nguyen,Midwest,Omaha,Nebraska,Furniture Cushions,Furniture,5,232.73,166.24
SO11246,1/13/2020,January,In-Store,USD,Chris Armstrong,Northeast,Wilmington,North Carolina,Collectibles,Collections,1,150.68,107.63
SO11247,4/29/2020,April,In-Store,USD,Chris Armstrong,Northeast,Bloomingdale (Township),Illinois,Floor Lamps,Lighting,5,468.48,334.63
SO11248,1/22/2020,January,Distributor,USD,Paul Holmes,Midwest,Stamford,Connecticut,Audio,Electronics,2,521.34,372.38
SO11249,2/23/2020,February,Online,USD,Adam Hernandez,Northeast,Oyster Bay,New York,Pillows,Beddings,10,193.44,138.17
SO11250,5/5/2020,May,Online,USD,Carl Nguyen,Midwest,Moreno Valley,California,Vases,Decoratives,9,150.76,107.68
SO11251,2/14/2020,February,Online,USD,Anthony Berry,West,Tacoma,Washington,Bathroom Furniture,Furniture,6,445.87,318.48
SO11252,4/9/2020,April,In-Store,USD,Chris Armstrong,Northeast,North Las Vegas,Nevada,Stemware,Drinkware,1,280.57,200.41
SO11253,5/22/2020,May,Wholesale,USD,Stephen Payne,South,Evansville,Indiana,Wardrobes,Furniture,1,463.79,331.28
SO11254,5/20/2020,May,Online,USD,Jerry Green,West,Fort Collins,Colorado,Bedroom Furniture,Furniture,8,319.80,228.43
SO11255,4/8/2020,April,Wholesale,USD,Todd Roberts,West,Detroit,Michigan,Serveware,Kitchenery,2,630.66,450.47
SO11256,5/8/2020,May,Online,USD,George Lewis,West,Torrance,California,Dining Furniture,Furniture,9,280.65,200.46
SO11257,5/4/2020,May,In-Store,USD,Shawn Wallace,South,Orange,California,Bedroom Furniture,Furniture,8,428.46,306.04
SO11258,1/22/2020,January,Online,USD,George Lewis,West,North Hempstead,New York,Baseball,Sports,5,155.38,110.99
SO11259,4/9/2020,April,Wholesale,USD,Stephen Payne,South,Norwalk,California,Bakeware,Kitchenery,2,557.47,398.20
SO11260,1/22/2020,January,Online,USD,Frank Brown,Northeast,Plano,Texas,Table Lamps,Lighting,1,320.76,229.12
SO11261,2/16/2020,February,Distributor,USD,Douglas Tucker,Midwest,Greeley,Colorado,Furniture Cushions,Furniture,1,470.66,336.19
SO11262,5/12/2020,May,In-Store,USD,Jerry Green,West,Oakland,California,Mirrors,Accessories,9,167.34,119.53
SO11263,1/25/2020,January,Online,USD,Frank Brown,Northeast,Plano,Texas,Computers,Electronics,5,231.12,165.08
SO11264,4/24/2020,April,In-Store,USD,Joe Price,Northeast,Pittsburgh,Pennsylvania,Ornaments,Decoratives,7,292.57,208.98
SO11265,2/10/2020,February,In-Store,USD,Todd Roberts,West,Sunnyvale,California,Bean Bags,Furniture,9,195.26,139.47
SO11266,5/2/2020,May,Distributor,USD,Douglas Tucker,Midwest,Wilmington,North Carolina,Festive,Decoratives,5,194.73,139.09
SO11267,1/28/2020,January,In-Store,USD,Samuel Fowler,Midwest,Louisville,Kentucky,Bathroom Furniture,Furniture,2,165.70,118.36
SO11268,3/17/2020,March,Distributor,USD,Joshua Bennett,Northeast,Oklahoma City,Oklahoma,Baseball,Sports,5,563.79,402.71
SO11269,5/9/2020,May,Distributor,USD,Adam Hernandez,Northeast,Salt Lake City,Utah,Wreaths,Decoratives,9,283.92,202.80
SO11270,5/1/2020,May,Wholesale,USD,Jonathan Hawkins,West,Portland,Oregon,Bar Tools,Drinkware,5,353.05,252.18
SO11271,1/28/2020,January,Online,USD,Paul Holmes,Midwest,Honolulu,Hawaii,Cookware,Kitchenery,6,547.06,390.76
SO11272,4/28/2020,April,Distributor,USD,Roy Rice,Midwest,Boston,Massachusetts,Mirrors,Accessories,7,483.00,345.00
SO11273,3/7/2020,March,Online,USD,Joe Price,Northeast,Clarksville,Tennessee,Rugs,Decoratives,3,467.71,334.08
SO11274,1/7/2020,January,In-Store,USD,Shawn Wallace,South,New York City,New York,Home Fragrances,Decoratives,2,603.68,431.20
SO11275,4/14/2020,April,Online,USD,Jonathan Hawkins,West,Modesto,California,Pendants,Collections,5,520.36,371.69
SO11276,5/6/2020,May,Wholesale,USD,Douglas Tucker,Midwest,Seattle,Washington,Blankets,Beddings,6,516.73,369.09
SO11277,5/7/2020,May,Online,USD,Jonathan Hawkins,West,The Woodlands,Texas,Vanities,Collections,7,630.84,450.60
SO11278,3/4/2020,March,Wholesale,USD,Douglas Tucker,Midwest,Lexington-Fayette,Kentucky,Bedroom Furniture,Furniture,7,448.59,320.42
SO11279,1/14/2020,January,In-Store,USD,Paul Holmes,Midwest,Topeka,Kansas,Stemware,Drinkware,1,609.03,435.02
SO11280,2/13/2020,February,Wholesale,USD,Shawn Wallace,South,Calumet,Indiana,Bakeware,Kitchenery,6,503.81,359.86
SO11281,4/22/2020,April,Online,USD,Frank Brown,Northeast,Rockford (Township),Illinois,Outdoor Decor,Decoratives,8,536.65,383.32
SO11282,1/25/2020,January,Distributor,USD,Jonathan Hawkins,West,Round Rock,Texas,Phones,Electronics,2,253.29,180.92
SO11283,4/22/2020,April,Online,USD,Roger Alexander,Midwest,St. Paul,Minnesota,TV and video,Electronics,10,248.85,177.75
SO11284,5/17/2020,May,In-Store,USD,Chris Armstrong,Northeast,Waco,Texas,Furniture Cushions,Furniture,5,539.91,385.65
SO11285,3/5/2020,March,Distributor,USD,Nicholas Cunningham,South,Fort Wayne,Indiana,Vases,Decoratives,2,179.91,128.51
