Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost,Sales Price,Cost Price,Profit
SO11871,2/15/2020,February,In-Store,USD,Paul Holmes,Midwest,Renton,Washington,Rugs,Decoratives,3,202.91,144.94,608.73,434.82,173.91000000000003
SO11872,3/22/2020,March,Wholesale,USD,Stephen Payne,South,Waterbury,Connecticut,Accessories,Accessories,3,603.22,430.87,1809.66,1292.6100000000001,517.05
SO11873,2/19/2020,February,Online,USD,Anthony Berry,West,Charlotte,North Carolina,Platters,Kitchenery,5,589.21,420.87,2946.05,2104.35,841.7000000000003
SO11874,3/7/2020,March,In-Store,USD,Keith Griffin,Northeast,Ramapo,New York,Dining Furniture,Furniture,4,546.19,390.13,2184.76,1560.52,624.2400000000002
SO11875,5/9/2020,May,Distributor,USD,Paul Holmes,Midwest,Fort Lauderdale,Florida,Bean Bags,Furniture,9,523.33,373.8,4709.97,3364.2000000000003,1345.77
SO11876,4/28/2020,April,Online,USD,Keith Griffin,Northeast,Victorville,California,Basketball,Sports,5,264.93,189.23,1324.65,946.15,378.5000000000001
SO11877,1/21/2020,January,Online,USD,Joshua Little,South,San Diego,California,Basketball,Sports,9,361.5,258.21,3253.5,2323.89,929.6100000000001
SO11878,4/1/2020,April,In-Store,USD,Paul Holmes,Midwest,Santa Maria,California,Festive,Decoratives,9,573.37,409.55,5160.33,3685.9500000000003,1474.3799999999997
SO11879,5/2/2020,May,Wholesale,USD,Nicholas Cunningham,South,Las Vegas,Nevada,Rugs,Decoratives,4,530.94,379.24,2123.76,1516.96,606.8000000000002
SO11880,4/30/2020,April,Online,USD,Douglas Tucker,Midwest,El Monte,California,Sculptures,Decoratives,1,600.84,429.17,600.84,429.17,171.67000000000002
SO11881,4/22/2020,April,Wholesale,USD,Donald Reynolds,South,Downey,California,Vanities,Collections,4,406.75,290.54,1627.0,1162.16,464.8399999999999
SO11882,1/22/2020,January,Online,USD,Patrick Graham,South,Peoria,Illinois,TV and video,Electronics,9,409.83,292.74,3688.47,2634.66,1053.81
SO11883,3/1/2020,March,Wholesale,USD,Joshua Little,South,Hanover,Illinois,Dinnerware,Kitchenery,3,228.1,162.93,684.3,488.79,195.50999999999993
SO11884,4/13/2020,April,Wholesale,USD,Paul Holmes,Midwest,Shreveport,Louisiana,Platters,Kitchenery,3,507.96,362.83,1523.8799999999999,1088.49,435.3899999999999
SO11885,2/22/2020,February,Online,USD,Stephen Payne,South,Akron,Ohio,Sculptures,Decoratives,8,307.8,219.86,2462.4,1758.88,703.52
SO11886,4/22/2020,April,In-Store,USD,Adam Hernandez,Northeast,Savannah,Georgia,Bathroom Furniture,Furniture,5,461.68,329.77,2308.4,1648.85,659.5500000000002
SO11887,4/1/2020,April,Wholesale,USD,Shawn Cook,Midwest,West Valley City,Utah,Bean Bags,Furniture,3,431.79,308.42,1295.3700000000001,925.26,370.1100000000001
SO11888,2/18/2020,February,Online,USD,Joe Price,Northeast,Lakeland,Florida,Bar Tools,Drinkware,6,447.45,319.61,2684.7,1917.66,767.0399999999997
SO11889,5/19/2020,May,Online,USD,Joshua Bennett,Northeast,Hempstead (Town),New York,Wardrobes,Furniture,9,465.99,332.85,4193.91,2995.65,1198.2599999999998
SO11890,5/3/2020,May,In-Store,USD,Paul Holmes,Midwest,Grand Prairie,Texas,Bedroom Furniture,Furniture,9,182.45,130.32,1642.05,1172.8799999999999,469.1700000000001
SO11891,2/6/2020,February,Distributor,USD,Jonathan Hawkins,West,Albuquerque,New Mexico,Rugs,Decoratives,5,307.72,219.8,1538.6000000000001,1099.0,439.60000000000014
SO11892,1/13/2020,January,Distributor,USD,Chris Armstrong,Northeast,Irving,Texas,Stemware,Drinkware,6,323.18,230.85,1939.08,1385.1,553.98
SO11893,5/14/2020,May,Distributor,USD,Joshua Little,South,Oakland,California,Audio,Electronics,9,449.46,321.04,4045.14,2889.36,1155.7799999999997
SO11894,3/1/2020,March,Online,USD,Nicholas Cunningham,South,Wilmington,North Carolina,Accessories,Accessories,6,523.29,373.78,3139.74,2242.68,897.06
SO11895,2/10/2020,February,In-Store,USD,Shawn Wallace,South,Schaumburg (Township),Illinois,Platters,Kitchenery,8,540.76,386.26,4326.08,3090.08,1236.0
SO11896,5/13/2020,May,Wholesale,USD,Roger Alexander,Midwest,Elgin,Illinois,Sculptures,Decoratives,8,491.63,351.16,3933.04,2809.28,1123.7599999999998
SO11897,1/14/2020,January,Online,USD,Jerry Green,West,McKinney,Texas,Festive,Decoratives,5,472.64,337.6,2363.2,1688.0,675.1999999999998
SO11898,2/12/2020,February,Distributor,USD,Roy Rice,Midwest,Elgin (Township),Illinois,Pendants,Collections,3,496.42,354.58,1489.26,1063.74,425.52
SO11899,3/1/2020,March,Online,USD,Todd Roberts,West,San Jose,California,Cocktail Glasses,Drinkware,1,618.57,441.84,618.57,441.84,176.73000000000008
SO11900,3/2/2020,March,In-Store,USD,Jerry Green,West,Denver,Colorado,Bean Bags,Furniture,10,391.88,279.91,3918.8,2799.1000000000004,1119.6999999999998
SO11901,5/30/2020,May,In-Store,USD,Douglas Tucker,Midwest,Brookhaven,New York,Basketball,Sports,8,496.08,354.34,3968.64,2834.72,1133.92
SO11902,2/28/2020,February,Online,USD,Shawn Wallace,South,Atlanta,Georgia,Rugs,Decoratives,3,376.82,269.16,1130.46,807.48,322.98
SO11903,5/16/2020,May,Online,USD,Shawn Cook,Midwest,York,Illinois,Wardrobes,Furniture,4,248.49,177.49,993.96,709.96,284.0
SO11904,4/12/2020,April,In-Store,USD,Stephen Payne,South,Santa Clarita,California,Outdoor Furniture,Furniture,1,307.0,219.28,307.0,219.28,87.72
SO11905,1/18/2020,January,Online,USD,Keith Griffin,Northeast,St. Louis,Missouri,Ornaments,Decoratives,3,453.37,323.84,1360.1100000000001,971.52,388.59000000000015
SO11906,3/8/2020,March,In-Store,USD,Joshua Little,South,Edison,New Jersey,Photo Frames,Decoratives,4,520.23,371.59,2080.92,1486.36,594.5600000000002
SO11907,4/13/2020,April,Online,USD,Shawn Wallace,South,Pearland,Texas,Serveware,Kitchenery,9,398.66,284.75,3587.94,2562.75,1025.19
SO11908,4/27/2020,April,Distributor,USD,Jonathan Hawkins,West,Joliet,Illinois,Sculptures,Decoratives,1,244.6,174.71,244.6,174.71,69.88999999999999
SO11909,4/28/2020,April,Online,USD,George Lewis,West,Reno,Nevada,Pillows,Beddings,9,603.5,431.07,5431.5,3879.63,1551.87
SO11910,5/7/2020,May,Distributor,USD,Joshua Ryan,Midwest,Port St. Lucie,Florida,Baseball,Sports,1,306.28,218.77,306.28,218.77,87.50999999999996
SO11911,4/2/2020,April,Distributor,USD,Keith Griffin,Northeast,Torrance,California,Ornaments,Decoratives,3,456.43,326.02,1369.29,978.06,391.23
SO11912,5/12/2020,May,Wholesale,USD,Anthony Berry,West,Naperville (Township),Illinois,Photo Frames,Decoratives,9,445.68,318.34,4011.12,2865.06,1146.06
SO11913,1/2/2020,January,Distributor,USD,Frank Brown,Northeast,Green Bay,Wisconsin,Wall Frames,Decoratives,6,505.3,360.93,3031.8,2165.58,866.2200000000003
SO11914,4/28/2020,April,In-Store,USD,Nicholas Cunningham,South,Edison,New Jersey,Bar Tools,Drinkware,8,213.03,152.16,1704.24,1217.28,486.96000000000004
SO11915,1/20/2020,January,Wholesale,USD,Donald Reynolds,South,Mobile,Alabama,Bean Bags,Furniture,3,522.02,372.87,1566.06,1118.6100000000001,447.4499999999998
SO11916,3/19/2020,March,Distributor,USD,Jerry Green,West,Tallahassee,Florida,Vanities,Collections,2,515.68,368.34,1031.36,736.68,294.67999999999995
SO11917,4/26/2020,April,In-Store,USD,Shawn Wallace,South,Smithtown,New York,Rugs,Decoratives,9,622.25,444.46,5600.25,4000.14,1600.1100000000001
SO11918,4/16/2020,April,Wholesale,USD,Adam Hernandez,Northeast,Rialto,California,Floral,Decoratives,2,509.59,363.99,1019.18,727.98,291.19999999999993
SO11919,1/5/2020,January,Wholesale,USD,Douglas Tucker,Midwest,Lisle (Township),Illinois,Festive,Decoratives,5,320.37,228.84,1601.85,1144.2,457.64999999999986
SO11920,1/16/2020,January,Online,USD,Shawn Cook,Midwest,Bloomingdale (Township),Illinois,Baseball,Sports,1,183.82,131.3,183.82,131.3,52.51999999999998
SO11921,3/2/2020,March,Online,USD,Keith Griffin,Northeast,Providence,Rhode Island,Table Lamps,Lighting,3,545.49,389.63,1636.47,1168.8899999999999,467.58000000000015
SO11922,5/10/2020,May,In-Store,USD,Joshua Kenedy,West,Jackson,Mississippi,Ornaments,Decoratives,4,575.11,410.8,2300.44,1643.2,657.24
SO11923,3/27/2020,March,Distributor,USD,Joshua Ryan,Midwest,Downers Grove (Township),Illinois,TV and video,Electronics,3,242.31,173.08,726.9300000000001,519.24,207.69000000000005
SO11924,4/11/2020,April,Online,USD,Jerry Green,West,Buffalo,New York,Phones,Electronics,8,187.7,134.07,1501.6,1072.56,429.03999999999996
SO11925,2/24/2020,February,Online,USD,Keith Griffin,Northeast,Columbus,Georgia,Ornaments,Decoratives,5,348.06,248.62,1740.3,1243.1,497.20000000000005
SO11926,2/10/2020,February,Online,USD,George Lewis,West,Buffalo,New York,Rugs,Decoratives,10,347.02,247.87,3470.2,2478.7,991.5
SO11927,4/30/2020,April,In-Store,USD,Joshua Ryan,Midwest,McAllen,Texas,Wall Coverings,Decoratives,8,506.92,362.09,4055.36,2896.72,1158.6400000000003
SO11928,5/19/2020,May,Wholesale,USD,Paul Holmes,Midwest,Hartford (Town),Connecticut,Platters,Kitchenery,6,277.08,197.92,1662.48,1187.52,474.96000000000004
SO11929,1/16/2020,January,Wholesale,USD,Shawn Wallace,South,Virginia Beach,Virginia,Furniture Cushions,Furniture,3,561.47,401.05,1684.41,1203.15,481.26
SO11930,5/2/2020,May,In-Store,USD,Donald Reynolds,South,Stamford,Connecticut,Wreaths,Decoratives,6,391.41,279.58,2348.46,1677.48,670.98
SO11931,1/15/2020,January,Online,USD,Douglas Tucker,Midwest,Macon,Georgia,Stemware,Drinkware,4,449.23,320.88,1796.92,1283.52,513.4000000000001
SO11932,3/11/2020,March,Online,USD,Joshua Little,South,Hialeah,Florida,Dining Furniture,Furniture,3,349.01,249.3,1047.03,747.9000000000001,299.1299999999999
SO11933,2/23/2020,February,Online,USD,Samuel Fowler,Midwest,Lexington-Fayette,Kentucky,Candles,Lighting,8,273.38,195.27,2187.04,1562.16,624.8799999999999
SO11934,4/8/2020,April,Distributor,USD,Roger Alexander,Midwest,Oyster Bay,New York,Vanities,Collections,9,595.78,425.56,5362.0199999999995,3830.04,1531.9799999999996
SO11935,1/11/2020,January,Wholesale,USD,Nicholas Cunningham,South,Houston,Texas,Platters,Kitchenery,6,438.03,312.88,2628.18,1877.28,750.8999999999999
SO11936,2/23/2020,February,Online,USD,Shawn Cook,Midwest,Huntington,New York,Mirrors,Accessories,5,205.13,146.52,1025.65,732.6,293.05000000000007
SO11937,3/21/2020,March,Distributor,USD,Paul Holmes,Midwest,Scottsdale,Arizona,TV and video,Electronics,4,360.71,257.65,1442.84,1030.6,412.24
SO11938,5/8/2020,May,Distributor,USD,Roy Rice,Midwest,Wichita,Kansas,Phones,Electronics,8,489.98,349.99,3919.84,2799.92,1119.92
SO11939,3/26/2020,March,Online,USD,Paul Holmes,Midwest,Fort Worth,Texas,Outdoor Furniture,Furniture,5,412.08,294.34,2060.4,1471.6999999999998,588.7000000000003
SO11940,5/7/2020,May,Wholesale,USD,Joe Price,Northeast,Tulsa,Oklahoma,Clocks,Accessories,8,436.25,311.6,3490.0,2492.8,997.1999999999998
SO11941,3/7/2020,March,In-Store,USD,Keith Griffin,Northeast,Glendale,Arizona,Blankets,Beddings,6,334.84,239.17,2009.04,1435.02,574.02
SO11942,2/13/2020,February,Wholesale,USD,Frank Brown,Northeast,New Haven,Connecticut,TV and video,Electronics,7,193.43,138.17,1354.01,967.1899999999999,386.82000000000005
SO11943,1/4/2020,January,In-Store,USD,Stephen Payne,South,Paradise,Nevada,Bedroom Furniture,Furniture,4,545.46,389.61,2181.84,1558.44,623.4000000000001
SO11944,2/28/2020,February,In-Store,USD,Shawn Cook,Midwest,Brandon,Florida,Bathroom Furniture,Furniture,2,426.16,304.4,852.32,608.8,243.5200000000001
SO11945,2/7/2020,February,In-Store,USD,Frank Brown,Northeast,Paradise,Nevada,Wardrobes,Furniture,4,322.15,230.11,1288.6,920.44,368.15999999999985
SO11946,4/26/2020,April,Online,USD,Anthony Berry,West,Cincinnati,Ohio,Audio,Electronics,1,485.55,346.82,485.55,346.82,138.73000000000002
SO11947,1/12/2020,January,Online,USD,Carl Nguyen,Midwest,Hayward,California,Wardrobes,Furniture,2,535.23,382.31,1070.46,764.62,305.84000000000003
SO11948,5/22/2020,May,Wholesale,USD,Shawn Cook,Midwest,Nashville,Tennessee,Vases,Decoratives,8,488.78,349.13,3910.24,2793.04,1117.1999999999998
SO11949,4/12/2020,April,Online,USD,Anthony Berry,West,Phoenix,Arizona,Pillows,Beddings,2,163.79,116.99,327.58,233.98,93.6
SO11950,3/9/2020,March,In-Store,USD,Keith Griffin,Northeast,New Haven,Connecticut,Bar Tools,Drinkware,8,496.45,354.61,3971.6,2836.88,1134.7199999999998
SO11951,2/23/2020,February,Online,USD,Roger Alexander,Midwest,Norwalk,California,Bakeware,Kitchenery,2,517.31,369.51,1034.62,739.02,295.5999999999999
SO11952,3/7/2020,March,Distributor,USD,Joshua Kenedy,West,Irvine,California,Computers,Electronics,3,623.38,445.27,1870.1399999999999,1335.81,534.3299999999999
SO11953,3/11/2020,March,Distributor,USD,Douglas Tucker,Midwest,Bridgeport,Connecticut,Bathroom Furniture,Furniture,8,644.67,460.48,5157.36,3683.84,1473.5199999999995
SO11954,3/8/2020,March,In-Store,USD,Joshua Ryan,Midwest,Niles (Township),Illinois,Wall Coverings,Decoratives,6,532.95,380.68,3197.7000000000003,2284.08,913.6200000000003
SO11955,3/22/2020,March,Online,USD,Anthony Berry,West,Long Beach,California,Floor Lamps,Lighting,4,604.63,431.88,2418.52,1727.52,691.0
SO11956,4/1/2020,April,Distributor,USD,Joshua Little,South,Arlington,Virginia,Bakeware,Kitchenery,5,397.26,283.76,1986.3,1418.8,567.5
SO11957,1/8/2020,January,Online,USD,Joe Price,Northeast,Omaha,Nebraska,Vanities,Collections,10,338.77,241.98,3387.7,2419.7999999999997,967.9000000000001
SO11958,4/22/2020,April,Distributor,USD,Joshua Kenedy,West,West Valley City,Utah,Wall Coverings,Decoratives,1,520.69,371.92,520.69,371.92,148.77000000000004
SO11959,4/24/2020,April,Online,USD,Roger Alexander,Midwest,Concord,California,Vanities,Collections,8,550.51,393.22,4404.08,3145.76,1258.3199999999997
SO11960,5/17/2020,May,Distributor,USD,Roy Rice,Midwest,Orange,California,Dinnerware,Kitchenery,4,456.51,326.08,1826.04,1304.32,521.72
SO11961,3/23/2020,March,In-Store,USD,Jerry Green,West,Thornton,Colorado,Wine Storage,Drinkware,1,595.61,425.44,595.61,425.44,170.17000000000002
SO11962,2/18/2020,February,Distributor,USD,Samuel Fowler,Midwest,Babylon (Town),New York,Rugs,Decoratives,10,575.68,411.2,5756.799999999999,4112.0,1644.7999999999993
SO11963,1/15/2020,January,Online,USD,Stephen Payne,South,San Francisco,California,Platters,Kitchenery,6,539.31,385.22,3235.8599999999997,2311.32,924.5399999999995
SO11964,5/13/2020,May,In-Store,USD,Jerry Green,West,Sioux Falls,South Dakota,Serveware,Kitchenery,9,154.11,110.08,1386.9900000000002,990.72,396.2700000000002
SO11965,5/18/2020,May,Wholesale,USD,Samuel Fowler,Midwest,Atlanta,Georgia,Candleholders,Decoratives,5,632.04,451.46,3160.2,2257.2999999999997,902.9000000000001
SO11966,3/28/2020,March,Online,USD,Carl Nguyen,Midwest,Coral Springs,Florida,Accessories,Accessories,3,197.91,141.36,593.73,424.08000000000004,169.64999999999998
SO11967,3/10/2020,March,Online,USD,Paul Holmes,Midwest,Charleston,South Carolina,Wine Storage,Drinkware,7,599.31,428.08,4195.17,2996.56,1198.6100000000001
SO11968,4/2/2020,April,Wholesale,USD,Carl Nguyen,Midwest,Fort Worth,Texas,Floral,Decoratives,7,313.28,223.77,2192.96,1566.39,626.5699999999999
SO11969,3/10/2020,March,In-Store,USD,Roy Rice,Midwest,Gresham,Oregon,Candles,Lighting,6,264.25,188.75,1585.5,1132.5,453.0
SO11970,5/21/2020,May,In-Store,USD,Douglas Tucker,Midwest,Edison,New Jersey,Dinnerware,Kitchenery,1,596.37,425.98,596.37,425.98,170.39
SO11971,4/9/2020,April,In-Store,USD,Joshua Bennett,Northeast,Miramar,Florida,Bedroom Furniture,Furniture,10,641.87,458.48,6418.7,4584.8,1833.8999999999996
SO11972,3/19/2020,March,Distributor,USD,Roy Rice,Midwest,Allentown,Pennsylvania,Ornaments,Decoratives,3,605.02,432.16,1815.06,1296.48,518.5799999999999
SO11973,3/18/2020,March,Distributor,USD,Stephen Payne,South,Detroit,Michigan,Pendants,Collections,2,260.05,185.75,520.1,371.5,148.60000000000002
SO11974,4/20/2020,April,In-Store,USD,Joshua Bennett,Northeast,Oklahoma City,Oklahoma,Bedroom Furniture,Furniture,3,626.23,447.31,1878.69,1341.93,536.76
SO11975,4/16/2020,April,Distributor,USD,Nicholas Cunningham,South,North Hempstead,New York,Festive,Decoratives,5,625.8,447.0,3129.0,2235.0,894.0
SO11976,2/23/2020,February,Distributor,USD,Roy Rice,Midwest,North Las Vegas,Nevada,Ornaments,Decoratives,1,557.95,398.54,557.95,398.54,159.41000000000003
SO11977,2/24/2020,February,Wholesale,USD,Patrick Graham,South,East Los Angeles,California,Baseball,Sports,7,311.35,222.39,2179.4500000000003,1556.73,622.7200000000003
SO11978,2/27/2020,February,Distributor,USD,Roy Rice,Midwest,Bakersfield,California,Candles,Lighting,2,366.29,261.64,732.58,523.28,209.30000000000007
SO11979,3/2/2020,March,Distributor,USD,Roy Rice,Midwest,Midland,Texas,Table Lamps,Lighting,1,346.0,247.15,346.0,247.15,98.85
SO11980,3/13/2020,March,In-Store,USD,Anthony Berry,West,Schaumburg (Township),Illinois,Cocktail Glasses,Drinkware,7,192.42,137.44,1346.9399999999998,962.0799999999999,384.8599999999999
SO11981,3/14/2020,March,Distributor,USD,George Lewis,West,Glendale,Arizona,Wall Coverings,Decoratives,10,638.95,456.4,6389.5,4564.0,1825.5
SO11982,4/25/2020,April,Distributor,USD,Patrick Graham,South,Wichita,Kansas,Floor Lamps,Lighting,1,312.69,223.35,312.69,223.35,89.34
SO11983,2/4/2020,February,Online,USD,Patrick Graham,South,Brookhaven,New York,Vases,Decoratives,10,349.38,249.56,3493.8,2495.6,998.2000000000003
SO11984,2/26/2020,February,Wholesale,USD,Jonathan Hawkins,West,Rockford (Township),Illinois,Ornaments,Decoratives,2,278.79,199.13,557.58,398.26,159.32000000000005
SO11985,1/1/2020,January,Wholesale,USD,Roger Alexander,Midwest,Anaheim,California,Floor Lamps,Lighting,4,215.58,153.99,862.32,615.96,246.36
SO11986,5/8/2020,May,Wholesale,USD,Todd Roberts,West,Enterprise,Nevada,Baseball,Sports,8,196.86,140.61,1574.88,1124.88,450.0
SO11987,2/15/2020,February,Online,USD,George Lewis,West,Tyler,Texas,Bean Bags,Furniture,9,470.97,336.4,4238.7300000000005,3027.6,1211.1300000000006
SO11988,3/3/2020,March,Online,USD,Frank Brown,Northeast,Modesto,California,Pillows,Beddings,1,216.03,154.31,216.03,154.31,61.72
SO11989,2/24/2020,February,In-Store,USD,Chris Armstrong,Northeast,Pembroke Pines,Florida,Festive,Decoratives,7,625.12,446.51,4375.84,3125.5699999999997,1250.2700000000004
SO11990,3/31/2020,March,In-Store,USD,Douglas Tucker,Midwest,Modesto,California,Candleholders,Decoratives,7,433.71,309.8,3035.97,2168.6,867.3699999999999
SO11991,5/2/2020,May,Distributor,USD,Keith Griffin,Northeast,Raleigh,North Carolina,Bedroom Furniture,Furniture,5,499.3,356.64,2496.5,1783.1999999999998,713.3000000000002
SO11992,5/11/2020,May,Distributor,USD,Joe Price,Northeast,Berkeley,California,Table Lamps,Lighting,4,544.57,388.98,2178.28,1555.92,622.3600000000001
SO11993,2/16/2020,February,Online,USD,Shawn Cook,Midwest,Huntington,New York,Bathroom Furniture,Furniture,8,528.11,377.22,4224.88,3017.76,1207.12
SO11994,1/15/2020,January,Online,USD,Shawn Wallace,South,Salt Lake City,Utah,Table Linens,Decoratives,9,188.13,134.38,1693.17,1209.42,483.75
SO11995,3/23/2020,March,Wholesale,USD,Frank Brown,Northeast,Columbus,Ohio,Candleholders,Decoratives,10,466.1,332.93,4661.0,3329.3,1331.6999999999998
SO11996,1/27/2020,January,Distributor,USD,Nicholas Cunningham,South,Boulder,Colorado,Collectibles,Collections,6,574.33,410.24,3445.9800000000005,2461.44,984.5400000000004
SO11997,1/11/2020,January,In-Store,USD,George Lewis,West,Durham,North Carolina,Table Lamps,Lighting,5,272.59,194.71,1362.9499999999998,973.5500000000001,389.39999999999975
SO11998,5/27/2020,May,Online,USD,Keith Griffin,Northeast,San Antonio,Texas,Collectibles,Collections,2,576.61,411.86,1153.22,823.72,329.5
SO11999,4/21/2020,April,Wholesale,USD,Joshua Little,South,The Woodlands,Texas,Wall Frames,Decoratives,3,560.12,400.09,1680.3600000000001,1200.27,480.09000000000015
SO12000,3/13/2020,March,Online,USD,Joshua Kenedy,West,North Las Vegas,Nevada,Platters,Kitchenery,6,647.1,462.22,3882.6000000000004,2773.32,1109.2800000000002
SO12001,5/5/2020,May,Online,USD,Chris Armstrong,Northeast,Eugene,Oregon,Blankets,Beddings,9,618.04,441.46,5562.36,3973.14,1589.2199999999998
SO12002,5/28/2020,May,Wholesale,USD,Roger Alexander,Midwest,Waterbury (Town),Connecticut,Cookware,Kitchenery,5,479.28,342.35,2396.3999999999996,1711.75,684.6499999999996
SO12003,1/18/2020,January,Online,USD,Patrick Graham,South,South Bend,Indiana,Accessories,Accessories,5,164.32,117.37,821.5999999999999,586.85,234.7499999999999
SO12004,2/21/2020,February,Distributor,USD,Stephen Payne,South,Glendale,Arizona,Home Fragrances,Decoratives,10,516.07,368.62,5160.700000000001,3686.2,1474.500000000001
SO12005,3/3/2020,March,In-Store,USD,Adam Hernandez,Northeast,Oklahoma City,Oklahoma,Wreaths,Decoratives,3,582.66,416.19,1747.98,1248.57,499.4100000000001
SO12006,5/23/2020,May,Distributor,USD,Joe Price,Northeast,Independence,Missouri,TV and video,Electronics,9,493.08,352.2,4437.72,3169.7999999999997,1267.9200000000005
SO12007,2/14/2020,February,Wholesale,USD,Joshua Ryan,Midwest,Birmingham,Alabama,Wall Frames,Decoratives,10,525.24,375.17,5252.4,3751.7000000000003,1500.6999999999994
SO12008,5/3/2020,May,Wholesale,USD,Anthony Berry,West,Jackson,Mississippi,Floral,Decoratives,6,355.7,254.07,2134.2,1524.42,609.7799999999997
SO12009,2/8/2020,February,In-Store,USD,Carl Nguyen,Midwest,Chula Vista,California,Wreaths,Decoratives,4,425.91,304.22,1703.64,1216.88,486.76
SO12010,5/15/2020,May,Wholesale,USD,Roy Rice,Midwest,Pittsburgh,Pennsylvania,Stemware,Drinkware,4,497.17,355.12,1988.68,1420.48,568.2
SO12011,2/10/2020,February,Wholesale,USD,Anthony Berry,West,Louisville,Kentucky,Floor Lamps,Lighting,1,533.63,381.17,533.63,381.17,152.45999999999998
SO12012,4/11/2020,April,Wholesale,USD,Anthony Berry,West,Murfreesboro,Tennessee,Vanities,Collections,4,393.76,281.25,1575.04,1125.0,450.03999999999996
SO12013,3/30/2020,March,Online,USD,Stephen Payne,South,Long Beach,California,Stemware,Drinkware,8,247.28,176.63,1978.24,1413.04,565.2
SO12014,3/4/2020,March,Online,USD,Todd Roberts,West,Spring Valley,Nevada,Vanities,Collections,9,349.71,249.79,3147.39,2248.11,899.2799999999997
SO12015,2/17/2020,February,Online,USD,Nicholas Cunningham,South,Allentown,Pennsylvania,Clocks,Accessories,8,646.38,461.7,5171.04,3693.6,1477.44
SO12016,5/20/2020,May,Online,USD,Chris Armstrong,Northeast,South Bend,Indiana,Wreaths,Decoratives,9,167.69,119.78,1509.21,1078.02,431.19000000000005
SO12017,5/19/2020,May,In-Store,USD,Keith Griffin,Northeast,Milwaukee,Wisconsin,Cocktail Glasses,Drinkware,10,213.25,152.32,2132.5,1523.1999999999998,609.3000000000002
SO12018,2/23/2020,February,In-Store,USD,Roger Alexander,Midwest,Lowell,Massachusetts,Baseball,Sports,2,208.76,149.11,417.52,298.22,119.29999999999995
SO12019,1/1/2020,January,Distributor,USD,Anthony Berry,West,Green Bay,Wisconsin,Collectibles,Collections,9,420.6,300.43,3785.4,2703.87,1081.5300000000002
SO12020,4/4/2020,April,Distributor,USD,George Lewis,West,Oklahoma City,Oklahoma,Bathroom Furniture,Furniture,3,411.16,293.69,1233.48,881.0699999999999,352.4100000000001
SO12021,4/16/2020,April,Wholesale,USD,Jonathan Hawkins,West,McKinney,Texas,Cocktail Glasses,Drinkware,1,408.62,291.87,408.62,291.87,116.75
SO12022,4/4/2020,April,Online,USD,Carl Nguyen,Midwest,Bakersfield,California,Vases,Decoratives,7,477.49,341.06,3342.4300000000003,2387.42,955.0100000000002
SO12023,4/2/2020,April,Distributor,USD,Carl Nguyen,Midwest,Pueblo,Colorado,Dining Furniture,Furniture,6,181.08,129.34,1086.48,776.04,310.44000000000005
SO12024,5/5/2020,May,In-Store,USD,George Lewis,West,Chandler,Arizona,Wreaths,Decoratives,5,556.92,397.8,2784.6,1989.0,795.5999999999999
SO12025,2/16/2020,February,Distributor,USD,Keith Griffin,Northeast,Santa Rosa,California,Baseball,Sports,4,312.0,222.86,1248.0,891.44,356.55999999999995
SO12026,3/5/2020,March,In-Store,USD,Douglas Tucker,Midwest,Hartford (Town),Connecticut,TV and video,Electronics,4,371.66,265.47,1486.64,1061.88,424.76
SO12027,4/2/2020,April,Online,USD,Joshua Ryan,Midwest,Fort Collins,Colorado,Bathroom Furniture,Furniture,5,307.88,219.92,1539.4,1099.6,439.8000000000002
SO12028,5/15/2020,May,Distributor,USD,Joshua Kenedy,West,Pasadena,California,Baseball,Sports,9,372.83,266.31,3355.47,2396.79,958.6799999999998
SO12029,2/4/2020,February,Online,USD,Shawn Wallace,South,Reno,Nevada,Baseball,Sports,1,400.57,286.12,400.57,286.12,114.44999999999999
SO12030,3/31/2020,March,Online,USD,Stephen Payne,South,Hollywood,Florida,Stemware,Drinkware,5,620.29,443.07,3101.45,2215.35,886.0999999999999
SO12031,3/23/2020,March,Distributor,USD,Patrick Graham,South,McKinney,Texas,TV and video,Electronics,10,649.24,463.74,6492.4,4637.4,1855.0
SO12032,5/28/2020,May,Wholesale,USD,Shawn Cook,Midwest,Santa Maria,California,Furniture Cushions,Furniture,3,220.25,157.32,660.75,471.96,188.79000000000002
SO12033,3/20/2020,March,Wholesale,USD,Jerry Green,West,Tyler,Texas,Floral,Decoratives,1,373.09,266.5,373.09,266.5,106.58999999999997
SO12034,2/9/2020,February,Wholesale,USD,George Lewis,West,The Bronx,New York,Wine Storage,Drinkware,2,279.64,199.74,559.28,399.48,159.79999999999995
SO12035,1/17/2020,January,Distributor,USD,Douglas Tucker,Midwest,South Bend,Indiana,Bedroom Furniture,Furniture,2,560.71,400.51,1121.42,801.02,320.4000000000001
SO12036,5/6/2020,May,In-Store,USD,Chris Armstrong,Northeast,Kent,Washington,Floral,Decoratives,6,435.57,311.12,2613.42,1866.72,746.7
SO12037,3/22/2020,March,Distributor,USD,Adam Hernandez,Northeast,Gilbert,Arizona,Wine Storage,Drinkware,3,504.2,360.14,1512.6,1080.42,432.17999999999984
